appId,title,developer,developerId,developerEmail,developerWebsite,genre,genreId,categories,score,ratings,reviews,installs,realInstalls,minInstalls,price,free,currency,offersIAP,contentRating,adSupported,containsAds,released,updated,version,androidVersion,privacyPolicy,url,icon,headerImage,summary,first_keyword,matched_keywords
com.kviation.logbook,Smart Logbook,"Kviation, Inc.","Kviation,+Inc.",feedback@thesmartlogbook.com,http://www.thesmartlogbook.com/,Tools,TOOLS,Tools,4.72,1143,181,"50,000+",68174,50000,0,True,USD,True,Everyone,False,False,"Aug 22, 2012",1754921355,2.2.1,,https://kviation.firebaseapp.com/privacy.html,https://play.google.com/store/apps/details?id=com.kviation.logbook&hl=en&gl=us,https://play-lh.googleusercontent.com/ogH0way-XjcV1Fl--4ZB_YG4ZfY52mfK0p_B6cJgf4VtrK2WcwGQT64rrQqK99EcYHM,https://play-lh.googleusercontent.com/e4mdb6yazNCQT1RNGFv3ieovZrlHCmFtFTlzcB8vRT9fyZKjcXoaNmyc-yt9RsgvVoc,Intelligent Pilot Logbook,eld logbook,eld logbook
com.firsteld.driver,FIRST ELD V2,FIRST ELD,FIRST+ELD,support@firsteld.com,https://firsteld.com/,Business,BUSINESS,,0,0,0,500+,692,500,0,True,USD,False,Everyone,False,False,"Jun 21, 2024",,Varies with device,,https://firsteld.com/privacy,https://play.google.com/store/apps/details?id=com.firsteld.driver&hl=en&gl=us,https://play-lh.googleusercontent.com/MHL9w2CQC99BSYI9lsyvKZKpx-UfviSmyxL05_1pzDDP4662S3dAgIA_vvfVpXzyl-SX,https://play-lh.googleusercontent.com/PgG1UnYOIC9uMbWKr3AqLUIhgI7-mgpcxk5bOWVJQWLnTaVo8Q7qMu_vEdUCcJInEiY,First ELD app provides everything you need to meet hours of service regulations,eld logbook,eld logbook
eld.factor.driver,Factor ELD,FACTOR ELD LLC,FACTOR+ELD+LLC,support247@factoreld.com,http://factoreld.com,Auto & Vehicles,AUTO_AND_VEHICLES,Auto & Vehicles,4.5789475,23,3,"5,000+",5701,5000,0,True,USD,False,Everyone,False,False,"Oct 2, 2023",1775288542,4.0.21,,https://factoreld.com/privacy,https://play.google.com/store/apps/details?id=eld.factor.driver&hl=en&gl=us,https://play-lh.googleusercontent.com/HGOY6T-AKkroDhO_VrOAJ4hWvPJUJUir-Hf7Wjc9M1WIP9mDiv_OF_CkTzSS5oj1IxOoIQ-J90papddY-6L4,https://play-lh.googleusercontent.com/mjNfcEUyJ0A8ri5ny6JJD0ttlBO1AM2JPfND1c1-z8AhFQJchUVmChD4tW6peZD63Li63HdAmSF6NJdkDZL4cQ,Factor ELD is built with truckers in mind,eld logbook,eld logbook
com.geospacelabs.passenger,Bus Driver Hours of Service EL,RoadReady Solutions ELD,RoadReady+Solutions+ELD,mark@geowiz.biz,http://www.geospacelabs.com,Auto & Vehicles,AUTO_AND_VEHICLES,Auto & Vehicles,4.2,13,4,100+,279,100,0,True,USD,False,Everyone,False,False,"Apr 17, 2019",1696615189,6.3.3.2,,http://hos4ag.com/privacy-policy.html,https://play.google.com/store/apps/details?id=com.geospacelabs.passenger&hl=en&gl=us,https://play-lh.googleusercontent.com/CZCkYVVchHzUgfQ1GUfZVMl7eudv8kKdqn9SkvpswLx1TKBTCDqYpzNgVnIeOEBryw,https://play-lh.googleusercontent.com/ThU2J27LxunhtRqNtDZtSBkvxyXGTQIuUJ1lOLiKZnDVEel0ru8v3m2T0y3lz4YVAC7W,An ELD made especially for Bus Drivers and their specific rules.,hours of service,hours of service
tp.eld.com,305 HOS,Ryzenlink Tecknologies LLC,Ryzenlink+Tecknologies+LLC,export.nextfleet@gmail.com,https://nextfleeteld.com/,Productivity,PRODUCTIVITY,Productivity,4.0625,32,11,"5,000+",5951,5000,0,True,USD,False,Everyone,False,False,"May 5, 2025",1772777679,1.0.52,,https://techtrucking.com/nf-eld-privacy-policy,https://play.google.com/store/apps/details?id=tp.eld.com&hl=en&gl=us,https://play-lh.googleusercontent.com/y8YXRilfF_B-MWtxqI-LmzJoeVmHMJm3FLuh04f7tHw1Lnu89-tP1Qx-CswoEGPgTFzJ3_ssRRF1Qvd4WcCwPA,https://play-lh.googleusercontent.com/JDKh4qr7yaiUIMJuyl8TvmrQOFIcRFYGwdvkeS3YlWco97Eu-O8iOZvHog5VMgKEnAPTyQ2q_mO6Dx1ws9iU5Q,Hour of Service ease using 305 HOS.,hours of service,hours of service
com.truebearingdigital.workrestapp,"workrest Hours of Rest, In|Out",Voly Group,Voly+Group,marketing@voly.co.uk,https://www.workrest.co,Productivity,PRODUCTIVITY,Productivity,3.8888888,34,3,"10,000+",12741,10000,0,True,USD,False,Everyone,False,False,"Apr 7, 2017",1770391119,3.0.1,,https://www.volygroup.com/legal,https://play.google.com/store/apps/details?id=com.truebearingdigital.workrestapp&hl=en&gl=us,https://play-lh.googleusercontent.com/Wg8ikz0kEns6frs-jjrMy4dZCzadL3AgBe7Ita9DBhKM2-niBpSJq7qBe2zZvx0gaVk,https://play-lh.googleusercontent.com/e6nx5x2Rl0RD1q1n3ura0D4XZlqyYLxgIoMCBiuSFodTzf2uOKQmq-Bw2vs2MFbS7ps,"Log Hours of Rest, monitor compliance, manage leave & set your In | Out Status",hours of service,hours of service
com.penske.mobile.drivers,Penske Driver,Penske Truck Leasing,Penske+Truck+Leasing,hello@penskecustomersuccess.com,http://www.gopenske.com,Business,BUSINESS,Business,2.94,548,296,"50,000+",93125,50000,0,True,USD,False,Everyone,False,False,"Oct 30, 2017",1773941132,11.0,,https://www.gopenske.com/privacy,https://play.google.com/store/apps/details?id=com.penske.mobile.drivers&hl=en&gl=us,https://play-lh.googleusercontent.com/xZ83vAeWlGfchlDAzwVKh4IiRkiar0rrmwUydKK-M7Ua9c_QJQU3p_-23a_kXfzXwC0,https://play-lh.googleusercontent.com/ULyGZ0Ekt7Oxosp9DfpQ9QOwp70T3RgmeJpiubTydOyEmh6zxdAOn-LHrJnDKCE40ZX7ztKjlUYJ4rjmZJk2_w,Penske Driver keeps your drivers - and your business - moving forward.,hours of service,hours of service
com.works.admin.hours_timetrackingg,Hours Time Tracking,Hours OÜ,Hours+O%C3%9C,info@hours.fi,http://www.hours.ee,Business,BUSINESS,,,,,"1,000+",2131,1000,0,True,USD,False,Everyone,False,False,"Feb 24, 2020",,Varies with device,,https://hours.ee/privacy-policy/?lang=en,https://play.google.com/store/apps/details?id=com.works.admin.hours_timetrackingg&hl=en&gl=us,https://play-lh.googleusercontent.com/Uf_t43uupCebOz7QusQxDFSL_ULraGjK3EAH8sly8EqM0FYJIl5f_WmTHELV-6W8Pugk,https://play-lh.googleusercontent.com/R6X39gLAyT7ZFGu5PbyObwlnwAR06tMolpby-JWWtrxj5QnZmM1H9NVtEvPhBXga2g,Simple and efficient time tracking and team management in real-time,hours of service,hours of service
com.everapps.hourstracker,Clock In And Out Hours Tracker,"Hours Tracker: Time Sheet & Card, Hour Calculator","Hours+Tracker:+Time+Sheet+%26+Card,+Hour+Calculator",hourstracker.info@gmail.com,https://hourstracker.thecloudtutorialusers.com/,Productivity,PRODUCTIVITY,Productivity,4.32,196,17,"10,000+",15213,10000,0,True,USD,True,Everyone,False,False,"Jul 20, 2020",1752143560,5.2.22,,https://hourstracker-faq.gosukuza.com/main/articles/1616132094033,https://play.google.com/store/apps/details?id=com.everapps.hourstracker&hl=en&gl=us,https://play-lh.googleusercontent.com/nNy2IJv76Z2BJCu7c_KehtdrQTYqJ3vFSbFsU8z834ST-pemKUtzzh9WFCLWwG7BK7c,https://play-lh.googleusercontent.com/C_ALsDoiO8YhkYhj1_ei4R46QOkiZ2GYAtc3u10cTJYNwOgVZEqKpVJpMpaOhAWNj5WJ,"Workday & work hours tracker. Your personal timeclock, hour tracker & timesheet.",hours of service,hours of service
com.projecthours.projecthours,Project Hours Time Tracking,Bert-Jan Lappenschaar,Bert-Jan+Lappenschaar,info@projecthours.net,https://projecthours.online,Productivity,PRODUCTIVITY,,0,0,0,"1,000+",2663,1000,0,True,USD,False,Everyone,False,False,"Oct 16, 2016",,Varies with device,,https://projecthours.online/privacy-policy/,https://play.google.com/store/apps/details?id=com.projecthours.projecthours&hl=en&gl=us,https://play-lh.googleusercontent.com/c5QACec9hCm7zFEGLsA5rF_t6N83HWTTgZdg7Wh046Z_8NcL-l-Uv6Qe38fYU3RrMfw,https://play-lh.googleusercontent.com/nd6KXBIFJnF8Kji1SxDnwHr59DQv7r4OAyqG14NOs-R65aN9zdr--cwqqJP5_riStB0,Time tracking app for SMEs. Define projects and track hours!,hours of service,hours of service
com.xamapps.worklog,"Hours Tracker, Time Calculator",Business Apps - Development Team,8028152346816049337,dimi0386@gmail.com,https://xamapps.com/,Business,BUSINESS,Business,4.57,140,9,"10,000+",21473,10000,0,True,USD,True,Everyone,False,False,"Aug 26, 2024",1770727830,1.165,,https://telegra.ph/Privacy-Policy-10-27-13,https://play.google.com/store/apps/details?id=com.xamapps.worklog&hl=en&gl=us,https://play-lh.googleusercontent.com/jwvy1RDft3nBKwtywq6qkQnVADfzy6N1mw2vDUBCE3vaG9he8vEfy4Q7PqJRAXH9nQ,https://play-lh.googleusercontent.com/YkPm-6v6VDZiuo8ZdjtwzZXLiUuQGnuJG59D9w_OapaCcgQ1fzCOUE1wlkZTlPoJ3A,Work Hour & Time sheet tracker,hours of service,hours of service
com.hourstracker.timetracker,Hours Tracker - Time Tracking,"Solid Labs Co., Ltd",8615594943749458522,hello@solidlabs.io,https://www.hourstracker.io/,Productivity,PRODUCTIVITY,,4,312,12,"50,000+",55241,50000,0,True,USD,True,Everyone,True,True,"May 10, 2024",,Varies with device,,https://www.hourstracker.io/privacy,https://play.google.com/store/apps/details?id=com.hourstracker.timetracker&hl=en&gl=us,https://play-lh.googleusercontent.com/RblLv4EJBcDLX-a1eGy9S4KivI8nZF8yYkbB8VgqNP9tms6dmdMEtFeOOSWCaYP-ylrxl36HlnVcuLQi9cxf83w,https://play-lh.googleusercontent.com/ztkh4AB90M2CEY5_OunLkTR00fQ5ozdC700MX-CHGolsL52AqWjChU3Ig5-2O1srY5saEdPpSYVFY9YNJW0YJQ,Smart work hours tracker | Track and log working hours - Clock in and clock out,hours of service,hours of service
com.jedychen.one_thousand_hours,1000 Hours,Jedy Chen,Jedy+Chen,jedy829@gmail.com,https://www.jedychen.com,Productivity,PRODUCTIVITY,Productivity,4.5925927,98,14,"10,000+",14701,10000,0,True,USD,True,Everyone,False,False,"Apr 4, 2022",1773157283,1.1.11,,https://jedychen.com/work/1000-hours-privacy-policy/,https://play.google.com/store/apps/details?id=com.jedychen.one_thousand_hours&hl=en&gl=us,https://play-lh.googleusercontent.com/Sh6yzO0kQ23rXJ5qaJ4zLB3navz7BjCs3kvXX1r1dX2LCHQXtb6Qmb99OcAykJJx6gUY,https://play-lh.googleusercontent.com/GUlpYfqgwi233DnsFv_GtYas6CFPfXWKyJkV88TGJEvhs4oWFhQIW61Prm2sXDfgJ2g,A minimalist habit tracker,hours of service,hours of service
com.jrs.hvi,Vehicle Inspection Maintenance,Inspection Maintenance Work Order App,8606783073325859203,contact@heavyvehicleinspection.com,https://heavyvehicleinspection.com,Productivity,PRODUCTIVITY,Productivity,4.4534883,457,25,"100,000+",251427,100000,0,True,USD,False,Everyone,False,False,"Jun 21, 2016",1773232638,15.0.2,,https://heavyvehicleinspection.com/legal/privacy-policy.html,https://play.google.com/store/apps/details?id=com.jrs.hvi&hl=en&gl=us,https://play-lh.googleusercontent.com/FnmhLJSmK6cpxpeqwq9FGG_ih4CD7zxTvbj3MDmdsZanYxuRDLyW-jahRuxayjar-8g,https://play-lh.googleusercontent.com/Wibv-X3c4XLHhG238WUsuvHi7YA6o62PYE7DMlNP3ZCmsSjLwO201iRPlG-0PQLeEM24,"HVI - Inspection Checklist, Maintenance Work Order, Fuel CMMS App",dot inspection,dot inspection
com.myfortuna.practice_stop,Practice Stop: DOT Inspections,My Fortuna,My+Fortuna,support@myfortuna.app,https://myfortuna.app/contact/,Education,EDUCATION,,,,,10+,34,10,0,True,USD,False,Everyone,False,False,"Jun 17, 2025",,Varies with device,,https://myfortuna.app/privacy-policy/practice-stop/,https://play.google.com/store/apps/details?id=com.myfortuna.practice_stop&hl=en&gl=us,https://play-lh.googleusercontent.com/0kT0kRqpoKtf_FvEnOmUgROnQhTXjv2AplDEd2ZzU4kiOu7tDD-3ZldQnupYR8N2yw,https://play-lh.googleusercontent.com/hyhpr834YvbH7OMcXXSRmCM8eqB0iGvF3ot2h0wN0kO4_limf3zIm_N2n4ZzySU8T4DS,Simulate DOT inspections to improve English-speaking skills,dot inspection,dot inspection
com.jrs.truckinspection,Fleet Management - FleetRabbit,Inspection Maintenance Work Order App,8606783073325859203,contact@jrsinnovation.com,http://truckinspectionmaintenance.com,Productivity,PRODUCTIVITY,,3.9655173,85,9,"10,000+",18742,10000,0,True,USD,False,Everyone,False,False,"Feb 14, 2019",,Varies with device,,https://fleetrabbit.com/legal/privacy-policy.html,https://play.google.com/store/apps/details?id=com.jrs.truckinspection&hl=en&gl=us,https://play-lh.googleusercontent.com/UFmK_h-4OTBw1HYGdsF_4-z4ak4saQiMpseIAupZw3hhDPmacz0bE-zRlUSH2vISmw,https://play-lh.googleusercontent.com/fJQ5VeQSs0KfsLQSkUAUtt_mvAdMO05lsNQtemh8T0CTphFCGMtHFqri60h714FcfAo,"Trucking fleet Inspection, maintenance & track fuel cost. Truck DVIR & DOT data",dot inspection,dot inspection;fleet tracking
com.pretrip.truck,PreTrip,Pre-Trip Trucking,Pre-Trip+Trucking,genesis@pretriptruck.com,https://pretriptruck.com,Auto & Vehicles,AUTO_AND_VEHICLES,,0,0,0,500+,648,500,0,True,USD,True,Everyone,False,False,"Aug 22, 2025",,Varies with device,,https://www.pretriptruck.com/privacypolicy,https://play.google.com/store/apps/details?id=com.pretrip.truck&hl=en&gl=us,https://play-lh.googleusercontent.com/D7LhwtLW_SWtUQe3vBDKFlw-Tnr_T8XmVhHebcaByDx6noZucm7FnTtRU-GJE8kvxhObyA5qRzscByaola6OGig,https://play-lh.googleusercontent.com/-zIsQvP01o7ZTjp-qATu_73tlNJ_eEnQz66yaJCDj-7-ISva2V0e3GT3JIDaal1hSV74zBA40jylC_XJ23P4FQ,"Pre-Trip makes truck inspections simple for drivers, owner-ops & fleets",dot inspection,dot inspection
com.tmna.dealerinspection,Dealer Inspection,"Toyota Motor North America, Inc.","Toyota+Motor+North+America,+Inc.",dimha@toyota.com,https://www.toyota.com,Tools,TOOLS,Tools,1.7142857,33,20,"5,000+",7693,5000,0,True,USD,False,Everyone,False,False,"Nov 26, 2024",1741146900,1.6 (3) - PROD,,https://www.toyota.com/privacyvts/,https://play.google.com/store/apps/details?id=com.tmna.dealerinspection&hl=en&gl=us,https://play-lh.googleusercontent.com/FEXtyPmg-BmsPGhNbaGzIe0gUpmT7kzN-AAICQj1caWq7j3yOYBNoRj4cJJbOhJvXXM,https://play-lh.googleusercontent.com/zBT3UosOUPQztaLBHxisz4rBouCznlddyt3nV0KVrO8M3YYtJy-mQwNB9iiSIfJU-Q,Process recall campaign inspections with the TMNA Dealer Inspection App,dot inspection,dot inspection
com.snappii_corp.vehicle_inspection_and_maintenance,Vehicle Inspection,Snappii,7848899517346361101,prototype@snappii.com,https://www.snappii.com,Business,BUSINESS,Business,3.3888888,105,8,"10,000+",37814,10000,0,True,USD,True,Everyone,True,True,"Sep 1, 2015",1769161794,2.18,,https://www.snappii.com/policy,https://play.google.com/store/apps/details?id=com.snappii_corp.vehicle_inspection_and_maintenance&hl=en&gl=us,https://play-lh.googleusercontent.com/BVoG0oSHBNzL-z0nbJfM5KlLINiPq-O6JSBX5RLVEpAwrR0j1AC9sMriy5bip0rHD8U,https://play-lh.googleusercontent.com/EkLnmJSQJYQJMyoh7Q6pU-0-jVbOxdYt42imB0FkPIGr9Jro5giKOH3WJZDEnlxDGX33,Perform detailed vehicle inspections on the go with your smartphone or tablet,dot inspection,dot inspection
uk.co.roadtech.falcon_tracking,DOT Vehicle Manager,Road Tech,5340113231069844160,android@roadtech.co.uk,https://dottracking.co.uk/,Business,BUSINESS,,,,,500+,597,500,0,True,USD,False,Everyone,False,False,"Sep 6, 2024",,Varies with device,,https://falcontracking.co.uk/privacypolicy,https://play.google.com/store/apps/details?id=uk.co.roadtech.falcon_tracking&hl=en&gl=us,https://play-lh.googleusercontent.com/HmTyqMrI1CL9eUlCeD4walbKgqH5P86YTqt8Z22nbUOtytATD5V_oUZu7EkBkNlyWJ8,https://play-lh.googleusercontent.com/QxqGwNUzTzu9zfrEXdEzpzX5awjhtrvm3K54BE06JS3G1jCmQo37P2DGfsD5l2eO5qc,Track your entire fleet using existing or new GPS devices.,dot inspection,dot inspection
com.focalx.inspection,Auto inspection,focalx,focalx,pritam@focalx.ai,https://focalx.ai/,Productivity,PRODUCTIVITY,,0,0,0,"5,000+",6422,5000,0,True,USD,False,Everyone,False,False,"Jan 4, 2023",,Varies with device,,https://focalx.ai/privacy-policy.html,https://play.google.com/store/apps/details?id=com.focalx.inspection&hl=en&gl=us,https://play-lh.googleusercontent.com/w3RA8HW3yaQvqvU-Wk8FOqYd0guZrBK5InlKjGU8OgvmEMG_jQ5qS2INHlRrJev58uo,https://play-lh.googleusercontent.com/xgBVYr1e6LQA0A1L4M6rgjz_aY3yob1Xmt9rvHpcqZULP915mmHY4TWqPtfmtAb4nqw,AI powered vehicle inspection.,dot inspection,dot inspection
com.brl.sector,Sector: Dot by Dot,Splendy,Splendy,contact@splendy.app,https://splendy.app,Casual,GAME_CASUAL,Casual,,,,10+,23,10,0,True,USD,False,Everyone,True,True,"Mar 5, 2026",1772729946,1.4,,https://splendy-app.github.io/sector/privacy-policy,https://play.google.com/store/apps/details?id=com.brl.sector&hl=en&gl=us,https://play-lh.googleusercontent.com/l17S-KBr88-ZYxApz92IcandiEEpmcopig__Y-Ook8YCb_xQFUktf-TywlkeO-n5GRqlhg49ZgKDWOxYh-DLbus,https://play-lh.googleusercontent.com/VKD_kx8QUTR8cBJLrly2-_y4gpo-S1h2kFZLzBVL0V5Glcl5Bb4QpqNhdSrqZjKNqQvWPXl8b9KKN-u_UEaCTQ,Fast reflex arcade game. One tap. Perfect timing wins. Skill challenge.,dot inspection,dot inspection
com.bentley.apm.mobile.inspections,Mobile Inspections,Bentley Systems Incorporated,Bentley+Systems+Incorporated,support@bentley.com,http://communities.bentley.com/products/mobile_apps/,Business,BUSINESS,,0,0,0,"1,000+",1968,1000,0,True,USD,False,Everyone,False,False,"Jan 19, 2017",,Varies with device,,https://www.bentley.com/legal/privacy-policy/,https://play.google.com/store/apps/details?id=com.bentley.apm.mobile.inspections&hl=en&gl=us,https://play-lh.googleusercontent.com/H6eZ0fwGB4wbx-93VigDUmHr3XZhuOEWU7rmPzbqEa70mRR_nPZ-xuXG_oW8qQeAw6LkaE3XqMEFtJDTB_4UXlI,https://play-lh.googleusercontent.com/EiBd3iOfgkrej8l_X3MXaae8Fw7EDrBXmI2HXmQpV-i1Jn9Q7Zz6Ig30iSNvFOmBH3M,Bentley's AssetWise Mobile Inspections for Asset Reliability,dot inspection,dot inspection
io.maindeck.inspection,Inspections,UniSea AS,UniSea+AS,support@unisea.no,https://maindeck.io/inspections,Productivity,PRODUCTIVITY,,,,,100+,447,100,0,True,USD,False,Everyone,False,False,"Apr 9, 2024",,Varies with device,,https://maindeck.io/privacy-policy,https://play.google.com/store/apps/details?id=io.maindeck.inspection&hl=en&gl=us,https://play-lh.googleusercontent.com/TNZ8vbDvmZcbBGVVsn0x4Rh6brNdaHuH2fQWj2pHJkClMBQX6MZ_NZGdknk5GAwKC3PkyEu_Z6PphqXnKcdilQ,https://play-lh.googleusercontent.com/WPpek0LEMZ5qLj1N24U31M9jRenSnCQUSp18W1vTTSvRiAVoSh4YL1Ot_GDRgAG5DSfy,The inspection app built for shipping.,dot inspection,dot inspection
com.pointofrental.inspectionapp,Inspection App,Point-of-Rental,Point-of-Rental,cloudservices@point-of-rental.com,http://point-of-rental.com/cloud,Tools,TOOLS,,0,0,0,"1,000+",1107,1000,0,True,USD,False,Everyone,False,False,"Mar 29, 2018",,Varies with device,,https://www.point-of-rental.com/products/inspection-app/,https://play.google.com/store/apps/details?id=com.pointofrental.inspectionapp&hl=en&gl=us,https://play-lh.googleusercontent.com/F2LcCMgJsWOZwaagG4VaOrDq-DNb2WAlUtzsy7vF-VlnKMwo-17WBruFwriag_ew9CQ,https://play-lh.googleusercontent.com/_gOsT7lGxlcv1OpkYxRYU4Docrvq077Dm_rqecEHMimq68oT-5soI6SYmzJHxYv4tlAI,The Inspection App works in conjunction with Point of Rental’s products,dot inspection,dot inspection
ie.bluetree.incab.vehicleinspection,Vehicle Inspection Reports,Orbcomm,Orbcomm,support@bluetreesystems.com,http://www.bluetreesystems.com,Business,BUSINESS,,0,0,0,"1,000+",4806,1000,0,True,USD,False,Everyone,False,False,"Jan 28, 2016",,Varies with device,,https://www.orbcomm.com/en/privacy-policy,https://play.google.com/store/apps/details?id=ie.bluetree.incab.vehicleinspection&hl=en&gl=us,https://play-lh.googleusercontent.com/0zpreExeXOHthA8FlwW7LdnfWSXBzGVrRTbjMifN460xIX-ZhAMsrS-dcPqAEFEaXxi0,https://play-lh.googleusercontent.com/vUZhYvltU2l5umioeNP0mfUFi0at_zOjWTNwPgfVAPZ3ELmKV7-zVWmN_nlK3Xr8t3o,Meet compliance and productivity requirements with Vehicle Inspection Reports,dot inspection,dot inspection
com.evis.au.inspectassist,InspectAssist,E-VIS,E-VIS,permassist@e-vis.com.au,https://e-vis.com.au/,Business,BUSINESS,,,,,100+,128,100,0,True,USD,False,Everyone,False,False,"Jul 11, 2024",,Varies with device,,https://e-vis.com.au/privacy-policy,https://play.google.com/store/apps/details?id=com.evis.au.inspectassist&hl=en&gl=us,https://play-lh.googleusercontent.com/V17QZwPpxWotOiEHWYPZ0TMPjwvoJFQii0SKYZWp7TOX3ZO6bLdHBys_0_GpxcejHw,https://play-lh.googleusercontent.com/zbojrZMFBxOc7_l33jGaX_35wUser9ZHEGBDW2seRUzxNJiWNtiqBg9ARe5xpfs7_xhq,InspectAssist is a cloud-based system for inspection companies.,dot inspection,dot inspection
com.ezhomeinspectionsoftware,EZ Home Inspection,EZ Home Inspection Software,EZ+Home+Inspection+Software,support@ezhomeinspectionsoftware.com,https://www.ezhomeinspectionsoftware.com,Business,BUSINESS,Business,4.2105265,83,53,"10,000+",11587,10000,0,True,USD,False,Everyone,False,False,"Jan 5, 2019",1775477535,1.7.39,,https://www.ezhomeinspectionsoftware.com/privacy-policy/,https://play.google.com/store/apps/details?id=com.ezhomeinspectionsoftware&hl=en&gl=us,https://play-lh.googleusercontent.com/SAQh3KGeVj-gbpAGX71gnmbMvrjWT8f-WZQkmhq0j4lR6jTAcCAUZuC1qsINKttIAw,https://play-lh.googleusercontent.com/33qz95aYkzhDjqEg2vqraoo7lVip6XQvrHfgFfIxLQ6dvRm1a4gXabXyXY70yO_jhCM,For doing your home inspection reports on-site on your mobile device,dot inspection,dot inspection
com.AutoSist.Screens,AUTOsist Fleet Maintenance App,AUTOsist,AUTOsist,info@autosist.com,http://www.AUTOsist.com,Tools,TOOLS,Tools,3.85,463,176,"50,000+",91378,50000,0,True,USD,True,Everyone,False,False,"Nov 18, 2014",1773957664,8.1,,https://autosist.com/privacy-policy/,https://play.google.com/store/apps/details?id=com.AutoSist.Screens&hl=en&gl=us,https://play-lh.googleusercontent.com/BBize8buVlJwExer3Y1MA7QmZaeA7zlcCBaXiNoeku8mAoJ8VO-T0aBg4jV54-UvwnY,https://play-lh.googleusercontent.com/UmTg0uG5hu4kWIqrpPInRqHxFgGMplCZ_uam4ViqtgdPAJwJIig2A1DCsy1vLZaJ83w,"Fleet Maintenance Management App & Software - Maintenance, Fuel, GPS & More",dot inspection,dot inspection;fleet tracking
br.com.ctncardoso.ctncar,Drivvo - Vehicle management,Drivvo,8099138519625088613,support@drivvo.com,https://www.drivvo.com,Auto & Vehicles,AUTO_AND_VEHICLES,Auto & Vehicles,4.463068,112721,1633,"5,000,000+",5145801,5000000,0,True,USD,True,Everyone,True,True,"Jun 24, 2012",1773679523,9.2.5,,https://www.drivvo.com/en/termos_de_uso/,https://play.google.com/store/apps/details?id=br.com.ctncardoso.ctncar&hl=en&gl=us,https://play-lh.googleusercontent.com/9O9gsdx0c2SSDhF4Xa5vtwBl_Np86-z8j2VEVD2i6l-sAwE4NAvQBYoROKjYbvnkW6g,https://play-lh.googleusercontent.com/lre6s1EhacG97UoTN_vJJimHm480f0YR4tRjvxgt2dCcKYvh2tCFyHJrfPKyitKeaQI,Manage all types of vehicles and equipment in one place,dot inspection,dot inspection;truck fuel;fuel log;gasbuddy
com.spot.find.differences.brain.puzzle,Find Differences: Spot Fun,Joymaster Puzzle Game Studio,8497722228804103399,FindDifferenceTeam@outlook.com,https://www.joymaster-studio.com/,Puzzle,GAME_PUZZLE,Puzzle;Find the difference;Casual;Single player;Stylized,4.907522,118802,5558,"5,000,000+",8065877,5000000,0,True,USD,True,Everyone,True,True,"Jan 21, 2022",1775733271,1.7.1,,https://www.joymaster-studio.com/privacy.html,https://play.google.com/store/apps/details?id=com.spot.find.differences.brain.puzzle&hl=en&gl=us,https://play-lh.googleusercontent.com/AJZD03-JChxYUbH9pR-qRbOHdLGj9UplMU6B3KgRZIJMDkS1bCe7iWn0J4y5cOF1gEY,https://play-lh.googleusercontent.com/7KyGVY5is4ZQQVC9DBZMs2Qfjddy7ZjO5XtPr0LCn66m7qaiUXg6sMqhFRodcpDwXA,Find & spot differences in pictures! Train your brain with the difference game!,dot inspection,dot inspection
com.mmh.dotchain,Dot Chain,Leapile,Leapile,support@leapile.com,https://leapile.com,Puzzle,GAME_PUZZLE,Puzzle,,,,"1,000+",1420,1000,0,True,USD,False,Everyone,True,True,"Jun 13, 2025",1749846806,1.0.1,,https://leapile.com/apps/dot-chain/privacy-policy,https://play.google.com/store/apps/details?id=com.mmh.dotchain&hl=en&gl=us,https://play-lh.googleusercontent.com/998jjUGapFHMeSlC_UkxO8xR6-xOvzLuIIKxStB_5tc0vV6Oy6Qo8UuPejM90yXTaA,https://play-lh.googleusercontent.com/RPAAMwEm3pVaSQ5wBUwGmECvwb1hJpUeHd9TwxOqC2GNSTwd-rRsQYMA9Fm0jSU4Q_Gv,Trigger chain reactions to clear all dots in this relaxing puzzle challenge.,dot inspection,dot inspection
com.soleragdc.qaptermobile,Qapter Mobile Inspection,"Audatex, a Solera Company","Audatex,+a+Solera+Company",Qapter@solera.com,https://www.solera.com/solutions/vehicle-claims/,Productivity,PRODUCTIVITY,,0,0,0,100+,376,100,0,True,USD,False,Everyone,False,False,"Oct 1, 2024",,Varies with device,,https://www.claims.solera.com/privacy-policy-qapter-mobile-inspection/,https://play.google.com/store/apps/details?id=com.soleragdc.qaptermobile&hl=en&gl=us,https://play-lh.googleusercontent.com/3tFmc4lTqYw-sXUbEz4Y8grmb636hcPv2Eucv4k8DdxzGcxRSwlji991r2NtMOKvxLM,https://play-lh.googleusercontent.com/o3SqET5KKGCHcyaMFTEu4Tp9NGgQFTgdu7YMGBiY0vMAlmECGxuK2uj098GMcI8xM2k,Quickly generate a Qapter Estimate using VIN and photos only.,dot inspection,dot inspection
